timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Vapor Pressure Deficit [2 m],Basel Soil Moisture [0-7 cm down]
20160101T0000,6.5102453,0.3,97.96794,2.7416782,156.8014,0.18933201,0.379
20160101T0100,6.690245,0.3,95.8207,1.9386592,158.1986,0.39426136,0.383
20160101T0200,6.650245,0.2,94.1005,1.9386592,158.1986,0.555006,0.383
20160101T0300,6.230245,0,95.66642,1.609969,153.43495,0.39603043,0.382
20160101T0400,5.790245,0,97.06169,1.1384199,161.56505,0.26045418,0.381
20160101T0500,4.9102454,0,98.54281,1.2979984,146.30994,0.12148285,0.379
20160101T0600,4.1002455,0,99.431564,1.0182338,135,0.044770718,0.378
20160101T0700,3.7702456,0,99.07311,1.2979984,123.69006,0.07132387,0.377
20160101T0800,3.9102454,0,97.88957,3.4152596,108.434944,0.16400957,0.376
20160101T0900,4.4502454,0,99.15833,3.2599385,96.34019,0.06794262,0.375
20160101T1000,5.3302455,0,97.591064,5.6920996,71.56504,0.20680428,0.374
20160101T1100,6.0702453,0,93.93498,6.9899354,78.11134,0.5481529,0.373
20160101T1200,6.6402454,0,92.02212,9.3876505,94.398705,0.75001717,0.373
20160101T1300,6.9902453,0,89.51397,7.2805495,98.53076,1.0098677,0.372
20160101T1400,6.9902453,0,88.76593,6.87779,96.009,1.0819082,0.371
20160101T1500,6.5602455,0,92.53216,4.2136917,109.9831,0.6982031,0.37
20160101T1600,6.0602455,0,93.21323,5.2416787,105.9454,0.61295986,0.37
20160101T1700,5.2202454,0,94.28123,6.725354,105.5241,0.48719788,0.369
20160101T1800,4.9502454,0,93.66769,9.028754,113.498566,0.5293894,0.368
20160101T1900,5.020245,0,94.60275,9.504272,127.30394,0.4534297,0.368
20160101T2000,4.8902454,0,95.33303,8.404285,136.7357,0.38853025,0.367
20160101T2100,5.0702453,0,95.3422,5.634891,153.43495,0.39267635,0.367
20160101T2200,5.690245,0,89.83628,6.297428,149.03624,0.8946829,0.366
20160101T2300,5.650245,0,90.15039,7.2,126.869896,0.86462593,0.366
20160102T0000,5.270245,0,91.91937,6.6185193,112.380135,0.6908159,0.365
20160102T0100,5.150245,0,92.824356,7.2,126.869896,0.60833406,0.365
20160102T0200,5.170245,0,93.08837,8.287822,145.61966,0.58677006,0.365
20160102T0300,5.3002453,0,93.42605,8.287822,145.61966,0.56318665,0.364
20160102T0400,5.380245,0.2,93.95926,8.14587,135,0.52040005,0.365
20160102T0500,5.480245,0.6,94.49556,7.928177,129.47246,0.4775133,0.37
20160102T0600,5.4302454,1,96.03249,6.9153743,128.6598,0.34298706,0.383
20160102T0700,5.610245,0.4,96.107864,6.3690495,132.70938,0.3407135,0.396
20160102T0800,5.650245,0.6,96.2444,6.4096174,141.84277,0.32967663,0.406
20160102T0900,5.9702454,0.7,96.0564,6.28713,156.37062,0.35395908,0.412
20160102T1000,6.3302455,0.8,96.340164,6.12,151.9275,0.33678055,0.407
20160102T1100,6.8202453,0.7,94.76713,5.506941,168.69006,0.49809456,0.411
20160102T1200,7.110245,0.7,92.957275,5.4119864,176.18593,0.6838751,0.413
20160102T1300,7.5102453,0.7,91.19483,7.42159,194.03624,0.8788042,0.416
20160102T1400,7.650245,0.7,91.269066,10.24578,198.43495,0.8797865,0.417
20160102T1500,7.6002455,0.8,92.09175,10.028439,201.0375,0.7941656,0.42
20160102T1600,7.3702455,0.7,92.71666,8.557102,194.62088,0.7199764,0.42
20160102T1700,7.2602453,0.5,93.16096,8.427383,199.98311,0.6709738,0.419
20160102T1800,7.270245,0.3,92.324326,8.766573,199.17902,0.7535715,0.416
20160102T1900,7.0902452,0,92.6333,8.089993,200.85446,0.71435165,0.412
20160102T2000,6.980245,0,91.599045,6.638072,192.52881,0.808506,0.409
20160102T2100,6.9902453,0,90.520004,6.162207,186.70984,0.9129801,0.406
20160102T2200,6.6002455,0,90.93157,5.506941,168.69006,0.85019207,0.403
20160102T2300,6.710245,0,90.87696,5.04,180,0.86182594,0.401
20160103T0000,6.8202453,0,91.39522,5.04,180,0.8190527,0.399
20160103T0100,6.750245,0,91.645454,5.771239,176.42366,0.7914076,0.398
20160103T0200,6.730245,0,91.19681,6.489992,183.17982,0.83275795,0.396
20160103T0300,6.7002454,0,90.93972,6.9899354,191.88866,0.8553076,0.395
20160103T0400,6.4702454,0,91.43181,6.725354,195.52411,0.7961168,0.394
20160103T0500,6.380245,0.1,90.849815,7.2805495,188.53076,0.84492207,0.395
20160103T0600,6.230245,0,90.901184,5.3999996,180,0.8315077,0.396
20160103T0700,5.9702454,0,90.56046,5.7599998,180,0.8472471,0.395
20160103T0800,5.5902452,0,91.55566,6.130579,176.63354,0.7381811,0.394
20160103T0900,5.9902453,0,90.94528,6.924738,188.97263,0.81383514,0.393
20160103T1000,6.6602454,0,86.33507,7.6367526,188.1301,1.2864418,0.394
20160103T1100,6.790245,0,85.14322,7.8625183,195.9454,1.4112339,0.393
20160103T1200,7.2002454,0,79.62074,7.42159,194.03624,1.9911752,0.392
20160103T1300,7.4902453,0,76.13894,6.725354,195.52411,2.3782043,0.391
20160103T1400,7.420245,0,75.212494,4.6938257,147.52881,2.4587193,0.39
20160103T1500,6.7402453,0,80.114365,3.8268526,138.81407,1.8824234,0.389
20160103T1600,5.7602453,0,85.925735,5.6002855,135,1.2449584,0.389
20160103T1700,5.3202453,0,87.35175,5.95906,115.01689,1.0850801,0.388
20160103T1800,5.170245,0,87.45964,7.145796,130.91438,1.0646267,0.387
20160103T1900,5.150245,0,87.64431,7.491114,125.21759,1.0474854,0.387
20160103T2000,5.2402453,0,87.966,6.8777895,137.1211,1.0266404,0.39
20160103T2100,5.500245,0.3,88.8076,8.654987,135,0.97230005,0.401
20160103T2200,5.110245,0.9,92.75596,8.714677,128.29016,0.6124191,0.399
20160103T2300,5.0102453,1.7,93.73772,12.43434,157.89055,0.5257349,0.416
20160104T0000,4.7402453,2.1,92.59835,12.287555,174.95755,0.6097598,0.429
20160104T0100,4.5002456,1.6,92.1215,11.609651,172.87498,0.6382146,0.432
20160104T0200,4.8002453,1.2,90.2663,12.245294,181.68468,0.80525446,0.433
20160104T0300,5.3502455,1.2,88.41568,14.578888,200.22485,0.9958868,0.434
20160104T0400,5.9102454,1.6,88.160545,17.174677,213.02386,1.0582376,0.436
20160104T0500,5.8402452,2,90.48555,15.696165,216.60707,0.84630203,0.432
20160104T0600,6.3902454,1.2,91.617905,14.565548,219.9869,0.7745323,0.435
20160104T0700,6.770245,0.4,89.807625,14.255272,225,0.96683216,0.432
20160104T0800,6.540245,0.6,88.597595,14.003028,226.04163,1.0645924,0.428
20160104T0900,6.380245,0.5,87.83692,14.84318,230.90614,1.1231308,0.425
20160104T1000,6.2202454,0.4,91.54054,10.009036,217.69424,0.7725439,0.43
20160104T1100,6.5702453,0.4,91.69583,13.004922,228.36647,0.7769308,0.43
20160104T1200,6.6802454,0.7,92.28248,13.979872,235.49149,0.7275448,0.429
20160104T1300,6.750245,0.3,90.94379,13.979872,235.49149,0.8578749,0.429
20160104T1400,7.0902452,0.5,86.99182,9.178235,228.17984,1.2614088,0.429
20160104T1500,7.460245,0.2,85.70345,8.669949,221.63354,1.4219942,0.425
20160104T1600,7.0102453,0,86.98308,8.373386,205.46335,1.255333,0.423
20160104T1700,6.5602455,0,87.917465,6.87779,186.009,1.1296511,0.421
20160104T1800,6.0702453,0,88.426125,6.849467,183.01279,1.04604,0.418
20160104T1900,5.690245,0,90.2176,6.8399997,180,0.8611169,0.417
20160104T2000,5.2202454,0,91.52639,6.12,180,0.72189,0.415
20160104T2100,4.5702453,0,93.11334,5.8048253,172.87498,0.5606146,0.413
20160104T2200,4.2002454,0,93.15411,6.162207,173.29016,0.5429983,0.412
20160104T2300,3.5502453,0,94.72031,5.815978,158.1986,0.40000677,0.411
20160105T0000,4.2902455,0.2,94.15891,5.8048253,150.25511,0.46624184,0.412
20160105T0100,4.9302454,0.7,93.006195,6.151683,159.44395,0.58387375,0.419
20160105T0200,5.420245,0.8,92.19067,6.763786,154.79887,0.6746397,0.426
20160105T0300,5.460245,0.7,93.37065,7.24486,153.43495,0.57429886,0.427
20160105T0400,5.360245,0.3,91.602196,8.209263,164.74487,0.72245026,0.427
20160105T0500,5.5802455,0.1,91.232544,8.350138,172.56859,0.76589394,0.424
20160105T0600,5.9502454,0.1,90.050026,8.647496,182.38594,0.8918228,0.422
20160105T0700,6.130245,0.3,90.51047,9.114471,189.09027,0.86123085,0.42
20160105T0800,6.1002455,0.1,91.338554,10.390226,194.03624,0.7844448,0.419
20160105T0900,6.400245,0.2,90.02673,11.384199,198.43495,0.92219925,0.417
20160105T1000,6.2602453,0.2,90.64877,7.92,180,0.85634995,0.42
20160105T1100,6.8502455,0.1,86.90449,9.0645685,186.84277,1.2490835,0.418
20160105T1200,7.4902453,0,83.924416,10.163227,202.9321,1.6022348,0.416
20160105T1300,8.190246,0,80.78932,9.565437,199.79887,2.0084944,0.415
20160105T1400,8.380245,0,78.9708,8.373386,205.46335,2.2272444,0.413
20160105T1500,8.130245,0,77.17276,7.628263,199.29004,2.376871,0.413
20160105T1600,7.3202453,0,80.601685,7.771331,193.3925,1.911006,0.411
20160105T1700,6.670245,0,83.34486,5.7599998,180,1.569027,0.41
20160105T1800,6.040245,0,85.65521,5.8048253,172.87498,1.2937813,0.408
20160105T1900,5.440245,0,87.73771,5.506941,168.69006,1.060802,0.407
20160105T2000,5.520245,0,86.9407,6.2145634,169.99202,1.1360612,0.406
20160105T2100,5.380245,0,87.79361,6.519877,173.6598,1.0515618,0.405
20160105T2200,5.7602453,0,87.77171,5.8603754,169.38034,1.0816698,0.404
20160105T2300,5.650245,0,88.50878,5.5887027,165.06857,1.0087304,0.403
20160106T0000,5.8502455,0,87.10079,5.6920996,161.56505,1.1481705,0.402
20160106T0100,5.730245,0,88.704796,6.28713,156.37062,0.9970522,0.402
20160106T0200,5.2402453,0,90.56162,6.297428,149.03624,0.8052039,0.401
20160106T0300,5.0102453,0,91.769325,5.8048253,150.25511,0.69098663,0.4
20160106T0400,4.710245,0,91.74584,5.815978,158.1986,0.6785636,0.4
20160106T0500,4.3002453,0.3,91.64806,5.815978,158.1986,0.66712904,0.401
20160106T0600,4.0102453,0.5,92.479065,5.815978,158.1986,0.58861494,0.405
20160106T0700,4.150245,0.3,92.555374,5.4833565,156.8014,0.58841515,0.412
20160106T0800,4.150245,0.6,92.68736,4.3498964,155.55605,0.5779829,0.418
20160106T0900,4.3902454,0.3,91.590034,4.5536795,161.56505,0.67602587,0.42
20160106T1000,5.460245,0.3,87.55328,3.6,180,1.0782576,0.413
20160106T1100,6.1402454,0.4,82.21498,5.154415,204.77515,1.6152134,0.413
20160106T1200,6.650245,0,80.44226,7.42159,230.90614,1.839932,0.412
20160106T1300,7.210245,0,77.56217,9.021574,241.38954,2.1938157,0.41
20160106T1400,7.3902454,0,76.93566,5.6920996,251.56506,2.283095,0.409
20160106T1500,6.9302454,0,81.80558,3.219938,243.43495,1.7450132,0.409
20160106T1600,6.5602455,0.2,84.21831,4.802999,192.99461,1.4755025,0.409
20160106T1700,6.210245,0.2,85.736206,5.0528407,175.91438,1.301713,0.411
20160106T1800,6.290245,0.2,86.29253,5.5887027,194.93143,1.2578874,0.411
20160106T1900,5.710245,0.4,89.58472,6.12,208.0725,0.91810274,0.412
20160106T2000,5.5102453,0.3,91.613976,5.815978,201.8014,0.72901297,0.412
20160106T2100,5.210245,0.2,93.48612,6.87779,186.009,0.55454826,0.413
20160106T2200,5.3402452,0.1,94.28825,7.072878,165.25644,0.49068832,0.414
20160106T2300,5.360245,0,95.35683,5.6920996,161.56505,0.39944553,0.413
20160107T0000,5.540245,0,95.031586,5.815978,158.1986,0.4328165,0.411
20160107T0100,5.0902452,0,96.695274,5.95906,154.98311,0.2789955,0.409
20160107T0200,5.1202455,0,95.7485,5.8048253,150.25511,0.35967827,0.408
20160107T0300,4.8202453,0,95.4642,6.297428,149.03624,0.37576532,0.407
20160107T0400,4.4602456,0,96.46477,7.127636,135,0.28557634,0.406
20160107T0500,4.360245,0,96.39221,6.638072,139.3987,0.28939772,0.404
20160107T0600,3.7502456,0,96.77748,7.653705,131.18591,0.24762297,0.403
20160107T0700,3.4602456,0,97.18011,7.386582,136.97493,0.21228838,0.403
20160107T0800,3.3302455,0,96.8981,7.653705,138.81407,0.23137856,0.402
20160107T0900,4.2202454,0,94.08772,9,143.1301,0.46960735,0.402
20160107T1000,5.040245,0,90.93028,7.653705,138.81407,0.7630248,0.4
20160107T1100,5.0902452,0.4,92.03573,9.504273,155.37643,0.672369,0.404
20160107T1200,4.5302453,1.7,93.90677,11.620809,163.81079,0.49463463,0.418
20160107T1300,4.0602455,2.1,93.01177,12.9249525,167.125,0.5488534,0.433
20160107T1400,5.1802454,1.2,92.82645,12.682018,173.4802,0.60943127,0.431
20160107T1500,7.0502453,0.2,92.50174,14.145756,194.74356,0.7251129,0.427
20160107T1600,8.450246,0,91.8984,14.77755,214.0772,0.86215115,0.424
20160107T1700,8.520246,0,90.458855,15.629971,231.5463,1.0201855,0.423
20160107T1800,8.340245,0.2,86.52408,17.418196,251.93953,1.4233828,0.422
20160107T1900,7.940245,0.2,81.83554,16.87398,258.9298,1.8670092,0.421
20160107T2000,7.480245,0,80.2856,15.629971,255.32361,1.9635653,0.419
20160107T2100,7.290245,0,79.63498,14.24163,249.27444,2.0021143,0.418
20160107T2200,6.9102454,0,78.95611,9.511088,240.52411,2.0155282,0.415
20160107T2300,6.8202453,0,79.27853,8.209263,232.12502,1.9723878,0.413
20160108T0000,6.8502455,0,77.94281,8.161764,228.57634,2.1038709,0.412
20160108T0100,6.6202455,0,77.903786,7.491114,234.78241,2.0744467,0.41
20160108T0200,5.8202453,0,80.31352,7.24486,206.56505,1.7486653,0.409
20160108T0300,5.2202454,0,82.731064,7.754637,201.8014,1.4711881,0.408
20160108T0400,5.1602454,0,83.25721,6.12,180,1.4204044,0.406
20160108T0500,4.5602455,0,86.70767,5.0528407,175.91438,1.0813155,0.405
20160108T0600,4.360245,0,87.99819,3.7585104,163.30075,0.9627209,0.404
20160108T0700,4.0102453,0,88.53051,4.2136917,160.01689,0.89764357,0.403
20160108T0800,3.8902454,0,90.183945,4.1046314,142.12502,0.7617688,0.402
20160108T0900,4.4902453,0,89.98151,4.8433046,138.01279,0.8109994,0.402
20160108T1000,5.210245,0,90.302795,5.0911684,135,0.8255553,0.401
20160108T1100,6.2802453,0,86.65763,3.7064266,119.054596,1.2235365,0.4
20160108T1200,6.670245,0,86.21477,4.6938252,94.398705,1.2986622,0.4
20160108T1300,6.610245,0.2,86.63375,5.3517847,109.653824,1.2539902,0.4
20160108T1400,6.4702454,0.4,89.96979,3.319036,102.52881,0.93196106,0.404
20160108T1500,6.2802453,0.6,91.73796,4.73506,81.25384,0.7576542,0.41
20160108T1600,5.960245,0.7,93.46853,5.3999996,126.869896,0.5858259,0.417
20160108T1700,5.7002454,0.7,94.37538,6.1305785,130.23636,0.49546337,0.421
20160108T1800,5.6202455,0.8,94.90245,5.904439,127.56859,0.44654465,0.426
20160108T1900,5.540245,0.5,95.70109,5.1919937,123.69006,0.3744936,0.429
20160108T2000,5.610245,1.1,95.3693,5.00128,120.25643,0.40536594,0.429
20160108T2100,5.520245,1.6,96.44153,4.3349743,131.63353,0.30956078,0.428
20160108T2200,5.920245,1.4,95.251175,3.563818,135,0.4247551,0.436
20160108T2300,5.8902454,0.9,95.98573,3.8939953,146.30994,0.35830688,0.435
20160109T0000,5.8102455,0.5,96.72369,3.5455887,156.0375,0.29081917,0.432
20160109T0100,5.7802453,0.2,97.19713,2.3051248,128.6598,0.24827671,0.429
20160109T0200,5.920245,0.2,97.61002,3.4152596,108.434944,0.21376991,0.426
20160109T0300,5.8202453,0.2,98.359375,2.5959969,123.69006,0.14572906,0.426
20160109T0400,5.8502455,0.4,98.36014,2.5959969,123.69006,0.14596558,0.428
20160109T0500,6.020245,0.5,98.02236,4.1046314,127.874985,0.17811966,0.429
20160109T0600,6.1802454,0.6,97.89047,4.8965297,126.027374,0.19211578,0.43
20160109T0700,6.360245,0.4,97.89566,4.6938257,122.47119,0.19404507,0.429
20160109T0800,6.520245,0.3,97.56092,5.8603754,137.48955,0.22741127,0.428
20160109T0900,6.8102455,0.3,97.23235,6.12,151.9275,0.26325893,0.427
20160109T1000,6.880245,0.3,96.965576,2.5959969,146.30994,0.29002953,0.426
20160109T1100,7.3902454,0.2,96.715965,4.1046314,164.74487,0.32507992,0.425
20160109T1200,7.8402452,0.2,96.13507,3.2599385,173.6598,0.39454746,0.423
20160109T1300,8.530246,0,93.625694,4.68,180,0.68203545,0.421
20160109T1400,9.050245,0,91.94105,4.452954,165.96376,0.8932314,0.419
20160109T1500,9.080245,0,91.94316,3.8268526,138.81407,0.89481163,0.417
20160109T1600,8.260245,0,93.93236,4.39436,145.00798,0.6374092,0.415
20160109T1700,7.040245,0,95.90262,4.510787,151.38954,0.39596176,0.413
20160109T1800,6.2402453,0,97.892204,4.510787,151.38954,0.19275665,0.412
20160109T1900,6.0702453,0,98.160446,5.3999996,143.1301,0.16625786,0.41
20160109T2000,6.0302453,0,98.84548,5.8603754,137.48955,0.104055405,0.409
20160109T2100,5.730245,0,98.21975,5.3517847,137.72632,0.15714645,0.408
20160109T2200,5.3302455,0,98.002495,5.6233797,140.19443,0.171484,0.407
20160109T2300,5.0302453,0,97.855965,6.489992,146.30994,0.18024921,0.406
20160110T0000,4.7202454,0,98.39923,6.4096174,141.84277,0.13168907,0.405
20160110T0100,4.8502455,0,98.40275,7.289445,147.09476,0.13260174,0.405
20160110T0200,5.3402452,0,96.23104,7.729527,152.24146,0.32378578,0.404
20160110T0300,6.0102453,0.1,92.23408,7.628263,160.70996,0.698967,0.405
20160110T0400,6.690245,0.3,89.23592,7.072878,165.25644,1.0154486,0.409
20160110T0500,7.380245,0.2,87.38909,6.5693827,170.53767,1.2474737,0.41
20160110T0600,7.730245,0,86.818794,6.2145634,169.99202,1.3355131,0.409
20160110T0700,7.880245,0.2,86.77473,7.5685663,182.72632,1.3537836,0.409
20160110T0800,7.8302455,0.2,86.6484,10.086427,182.04541,1.3620558,0.414
20160110T0900,7.8402452,0.3,86.10758,12.661564,194.82648,1.4181948,0.415
20160110T1000,8.200246,0.3,84.5446,11.212135,185.52754,1.6169777,0.415
20160110T1100,7.880245,0.5,85.992165,11.609651,187.12502,1.4338903,0.418
20160110T1200,7.8202453,0.5,85.685814,10.594036,170.21759,1.4592552,0.421
20160110T1300,7.750245,0.4,86.097305,11.043261,160.9744,1.4105415,0.421
20160110T1400,7.5902452,0.5,87.71663,10.685391,147.38075,1.2326813,0.423
20160110T1500,7.0702453,1,89.64641,11.119281,150.94539,1.0026131,0.429
20160110T1600,6.5702453,1.8,91.05651,11.113451,155.09523,0.8367443,0.434
20160110T1700,6.4702454,0.9,91.17605,11.503113,159.8637,0.81988144,0.434
20160110T1800,7.190245,1.1,87.98225,11.384199,161.56505,1.1733999,0.433
20160110T1900,7.5702453,0.6,87.409195,10.041354,165.46555,1.2618055,0.43
20160110T2000,8.0602455,1,87.88692,10.538843,172.14668,1.2552614,0.428
20160110T2100,8.070246,0.4,86.3138,10.495713,185.90614,1.4192505,0.425
20160110T2200,7.880245,0.2,86.65393,7.172949,162.47443,1.366149,0.427
20160110T2300,7.670245,0,88.89307,8.209263,142.12502,1.1207409,0.424
20160111T0000,7.400245,0,90.428375,6.989936,145.49147,0.9481268,0.422
20160111T0100,7.0602455,0.1,91.92471,8.714677,128.29016,0.7814503,0.42
20160111T0200,6.5802455,0.3,93.70356,7.42159,140.90614,0.58949566,0.422
20160111T0300,5.8402452,1.1,94.847626,7.6367526,135,0.45829868,0.43
20160111T0400,5.750245,1.8,95.04254,5.8048253,150.25511,0.4382143,0.435
20160111T0500,5.920245,2,93.46599,5.6233797,140.19443,0.5844307,0.437
20160111T0600,5.5502453,1.7,94.433136,7.24486,153.43495,0.4852867,0.433
20160111T0700,5.2802453,2.3,94.951035,4.6938257,147.52881,0.43193913,0.437
20160111T0800,5.0902452,2.1,95.544945,4.5536795,161.56505,0.37611008,0.437
20160111T0900,5.940245,2,93.79556,6.151683,159.44395,0.55572224,0.437
20160111T1000,5.460245,1.3,93.69995,5.495161,148.3925,0.5457716,0.435
20160111T1100,6.7002454,0.2,90.685646,9.449572,162.25533,0.8792925,0.43
20160111T1200,8.320246,0.2,84.50067,12.144331,168.02386,1.6348772,0.428
20160111T1300,8.620245,0.3,77.85516,11.901798,183.46823,2.3839703,0.428
20160111T1400,8.870245,0.5,76.22291,19.862083,223.5312,2.6034613,0.427
20160111T1500,8.420245,0.4,76.51949,20.018072,232.30576,2.4936419,0.425
20160111T1600,8.140245,0.2,75.50467,20.150354,228.62149,2.5522995,0.424
20160111T1700,7.9302454,0.2,76.271385,20.898613,227.79271,2.4372487,0.423
20160111T1800,6.9702454,0.3,82.62413,22.545315,231.48308,1.6710997,0.422
20160111T1900,6.750245,0.4,83.65045,22.66857,237.31946,1.5487561,0.422
20160111T2000,7.0102453,0.1,79.42159,23.277834,238.2764,1.9845519,0.422
20160111T2100,6.7402453,0,79.49118,22.97522,234.56668,1.9414158,0.421
20160111T2200,6.690245,0.1,76.43005,9.511088,209.47589,2.2235126,0.417
20160111T2300,6.610245,0.6,79.244644,14.84318,194.03624,1.9472198,0.42
20160112T0000,6.4502454,0.6,80.8699,18.278645,212.125,1.7750263,0.422
20160112T0100,6.3502455,0.5,81.200356,20.371038,223.5679,1.7323508,0.424
20160112T0200,6.1602454,0.5,83.21662,18.584509,224.21518,1.5263581,0.426
20160112T0300,6.170245,0.9,83.217995,17.826363,223.36343,1.5272908,0.43
20160112T0400,5.8102455,1.4,84.78075,17.826363,223.36343,1.3509226,0.437
20160112T0500,5.6402454,1.6,84.51834,19.64228,228.71529,1.3580775,0.439
20160112T0600,5.500245,1.1,87.30947,21.578989,242.15242,1.1024446,0.437
20160112T0700,5.7802453,0.9,86.23333,19.995398,246.66595,1.2194424,0.438
20160112T0800,5.9702454,0.4,85.76821,19.008547,245.37643,1.2773757,0.436
20160112T0900,5.960245,0.4,88.290276,18.532133,245.9245,1.0502787,0.437
20160112T1000,6.6002455,0.5,84.16402,13.281023,237.17145,1.4846706,0.43
20160112T1100,6.9702454,0.6,80.89111,15.379206,237.42595,1.8377705,0.43
20160112T1200,7.610245,0.5,78.568695,14.4,233.1301,2.1536574,0.43
20160112T1300,7.7202454,0.4,77.75884,15.815435,228.69138,2.251923,0.428
20160112T1400,7.540245,0.3,74.38396,13.324863,218.41806,2.5618796,0.426
20160112T1500,6.9702454,0,76.53451,15.530151,225.9392,2.2567606,0.424
20160112T1600,5.7402453,0.4,81.57328,17.786331,234.05789,1.6276975,0.422
20160112T1700,5.270245,0,85.25746,18.171976,236.30994,1.2603455,0.421
20160112T1800,5.4302454,0.2,83.17555,18.289274,233.8068,1.4544578,0.421
20160112T1900,5.3702455,0.2,82.57497,18.079027,234.72757,1.5000939,0.42
20160112T2000,5.1202455,0.3,83.78953,18.58451,238.46521,1.3714094,0.418
20160112T2100,5.110245,0.4,82.77476,20.523157,248.38522,1.4562421,0.416
20160112T2200,4.8202453,0.2,84.29104,15.277749,235.561,1.3013988,0.421
20160112T2300,4.630245,0,83.66315,14.618837,232.00127,1.3355231,0.419
20160113T0000,4.4702454,0.1,81.61801,15.696165,233.39293,1.4859395,0.418
20160113T0100,4.150245,0.4,82.16162,18.335276,226.59114,1.4099264,0.418
20160113T0200,4.3402452,0.5,81.716385,20.421871,229.28915,1.4645548,0.42
20160113T0300,4.1902456,0.3,83.4223,21.889065,233.69551,1.3139763,0.419
20160113T0400,4.0802455,0.2,84.557755,23.532547,240.69,1.2145386,0.418
20160113T0500,4.0602455,0.1,84.1295,23.358423,241.46002,1.2464643,0.417
20160113T0600,4.1402454,0.2,82.81555,22.728518,240.59282,1.3572845,0.416
20160113T0700,4.0502453,0.3,81.96884,22.415602,240.14099,1.415165,0.417
20160113T0800,3.5702453,0.9,85.96929,22.065973,241.76256,1.0645156,0.418
20160113T0900,3.6502452,0.5,87.03973,21.096123,244.74684,0.9888773,0.42
20160113T1000,4.0302453,0.7,86.7708,17.0763,235.30484,1.0368242,0.424
20160113T1100,4.2802453,0.3,82.83552,19.08,238.1092,1.3691239,0.423
20160113T1200,4.650245,0.4,80.128845,18.278645,237.875,1.626728,0.422
20160113T1300,5.0102453,0.1,74.867386,16.923828,240.70865,2.1099486,0.422
20160113T1400,5.130245,0,70.71027,16.75064,241.78264,2.4796472,0.42
20160113T1500,4.9502454,0,70.87843,15.141414,241.60698,2.434599,0.419
20160113T1600,4.5102453,0,70.37009,11.090103,234.24612,2.4019184,0.417
20160113T1700,4.2002454,0,71.343376,8.913181,226.63658,2.2729707,0.415
20160113T1800,3.7002454,0,71.7108,7.145796,220.91438,2.1661224,0.414
20160113T1900,2.5402455,0,76.95911,7.7043357,217.40535,1.6248374,0.412
20160113T2000,2.0002456,0,79.109985,7.072878,194.74356,1.4173937,0.411
20160113T2100,1.7002454,0,80.41544,6.87779,186.009,1.3005385,0.41
20160113T2200,0.1802454,0,83.77586,7.92,180,0.96534204,0.408
20160113T2300,-0.1297546,0,85.88187,5.4119864,176.18593,0.82129145,0.407
20160114T0000,-0.5697546,0,86.59767,4.379589,170.53767,0.755002,0.406
20160114T0100,-1.0597546,0,87.57994,4.3498964,155.55605,0.67498493,0.405
20160114T0200,-1.4997545,0,88.38642,5.495161,148.3925,0.61104965,0.405
20160114T0300,-1.7297546,0,89.16114,6.696387,143.74615,0.56069136,0.404
20160114T0400,-1.9997545,0,89.80543,6.4096174,141.84277,0.51693964,0.403
20160114T0500,-1.9197546,0,88.60496,6.1094027,135,0.58124256,0.403
20160114T0600,-1.7697545,0,88.82216,5.6233797,129.80557,0.5765209,0.402
20160114T0700,-1.7097546,0,89.02939,5.3517847,137.72632,0.56834555,0.401
20160114T0800,-1.3097546,0,86.7647,6.1305785,139.76364,0.7061901,0.401
20160114T0900,-0.1297546,0,86.78153,6.6087217,150.64224,0.7689557,0.4
20160114T1000,1.6902454,0,79.64436,6.28713,156.37062,1.3507733,0.4
20160114T1100,2.6502452,0,75.851845,7.42159,165.96376,1.7163239,0.399
20160114T1200,3.0402455,0,75.14693,9.114471,170.90973,1.8161106,0.399
20160114T1300,2.9802456,0,75.80254,9.726665,182.1211,1.7606821,0.398
20160114T1400,2.5302453,0.1,79.84304,9.779817,186.3402,1.4204502,0.399
20160114T1500,2.5102453,0.2,84.78068,9.255571,193.49573,1.0709686,0.399
20160114T1600,2.6002455,0.2,89.349014,8.427383,199.98311,0.75432444,0.4
20160114T1700,2.8402452,0.2,92.52389,9.290511,215.53769,0.53859806,0.401
20160114T1800,2.9302454,0.4,93.534615,12.096214,233.47115,0.46877337,0.406
20160114T1900,3.0502453,0.1,93.006645,13.363711,242.74467,0.511395,0.407
20160114T2000,3.1902456,0,90.836044,13.441071,249.62357,0.67681265,0.406
20160114T2100,3.3902454,0,86.50835,13.570615,248.1986,1.0106626,0.405
20160114T2200,3.2202454,0,84.68945,10.739832,219.55966,1.1331835,0.407
20160114T2300,3.2802453,0,83.90219,9.931042,223.5312,1.1965294,0.406
20160115T0000,3.2502456,0,82.32718,10.948973,223.66779,1.3108077,0.405
20160115T0100,2.9002452,0,83.4234,13.324863,231.58195,1.1993265,0.405
20160115T0200,2.7202454,0.1,83.8862,15.141414,241.60698,1.1510081,0.405
20160115T0300,2.4402454,0.1,82.68986,17.076298,251.56506,1.2120299,0.405
20160115T0400,2.1302454,0,79.132164,18.792551,253.30075,1.4291263,0.404
